a47,a3,a2,a18,a5,a4,a46,a14,a45,a30,Class
3,267755.22,2925.08,172,87,85,4,0.060976,0.0,0.0,0
3,54540.67,828.71,123,64,59,4,14.549437,0.0,0.0,0
401,1891169.67,876.72,4112,2113,1999,270,32.51252,5.0,5.0,0
308,89561.72,5.08,6,2,4,270,15.0245,2.0,2.0,0
308,536981.08,18006.95,34,28,6,189,20.669614,2.0,2.0,0
3,230217.02,57554.25,5,4,0,4,0.0,0.0,0.0,0
3,356.88,108.81,4,2,2,4,0.498008,0.0,0.0,0
226,874362.07,5005.28,291,167,124,270,0.444007,2.0,2.0,0
413,553557.55,184251.12,8,3,5,253,9.031737,0.0,0.0,0
3,65.32,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,17139.98,5711.32,5,3,2,4,0.488273,0.0,0.0,0
401,1420408.97,1256.93,920,867,53,270,6.814433,8.0,8.0,0
3,6.45,0.4,5,2,3,4,666.999528,0.0,0.0,0
349,352296.45,7519.13,71,32,39,220,2.600301,5.0,5.0,0
308,145464.3,0.0,2,1,1,270,0.9,1.0,1.0,0
387,422328.02,57147.06,19,5,14,249,1.658459,4.0,4.0,0
3,176465.8,1451.37,242,121,121,4,0.633532,0.0,0.0,0
308,154447.4,3415.81,19,9,10,237,50.562834,4.0,4.0,0
119,226762.55,12597.92,19,18,0,270,0.0,2.0,2.0,0
119,226748.1,1828.61,125,124,0,270,0.0,2.0,2.0,0
322,976006.65,3341.02,35,10,25,102,0.94908,26.0,26.0,0
3,3.92,0.0,2,1,1,4,1.999093,0.0,0.0,0
119,391343.0,1723.98,228,227,0,270,0.0,2.0,2.0,0
3,8.27,0.0,6,2,4,4,500.249528,0.0,0.0,0
308,49806.58,2095.65,5,3,2,270,4.61708,1.0,1.0,0
308,226755.1,2119.21,108,107,0,270,0.0,1.0,1.0,0
436,0.0,0.0,1,1,0,270,0.0,10.0,10.0,0
3,310.2,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,890010.87,130659.21,20,6,14,4,0.531714,0.0,0.0,0
154,1017593.9,13328.35,136,72,64,98,90.152486,4.0,4.0,0
3,880400.3,170354.16,17,5,12,4,4.070586,0.0,0.0,0
3,68.37,3.92,5,2,3,4,33.666149,0.0,0.0,0
3,96160.73,13731.65,13,7,6,4,6.878326,0.0,0.0,0
359,149730.1,1704.44,126,45,81,229,14.471596,7.0,7.0,0
3,286816.02,31648.25,17,9,8,4,0.093855,0.0,0.0,0
135,562039.25,775.77,1393,712,681,270,3.217086,3.0,3.0,0
3,102.15,0.0,2,1,1,4,0.309735,0.0,0.0,0
119,291464.55,2602.36,113,112,0,270,0.0,4.0,4.0,0
3,315.47,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,78.4,0.28,5,2,3,4,33.666163,0.0,0.0,0
3,293094.58,1502.46,380,193,187,4,2.81501,0.0,0.0,0
465,398398.52,2723.09,285,146,139,270,133.661872,1.0,1.0,0
308,132996.78,12090.62,12,11,0,270,0.0,1.0,1.0,0
257,1198237.45,6223.06,297,190,107,270,0.980223,4.0,4.0,0
3,324.1,0.82,4,2,2,4,50.499487,0.0,0.0,0
3,1296.6,311.67,8,4,4,4,14.88233,0.0,0.0,0
216,146014.17,14.42,10000,9820,180,98,1038.433629,36.0,36.0,0
3,324.97,1.78,4,2,2,4,50.499508,0.0,0.0,0
3,71.68,0.0,4,1,3,4,33.666149,0.0,0.0,0
308,130750.77,10057.75,14,13,0,270,0.0,4.0,4.0,0
3,674926.03,1673.77,800,388,412,4,5.941689,0.0,0.0,0
3,7.53,0.07,6,2,4,4,500.249528,0.0,0.0,0
308,996954.07,21083.41,50,39,11,189,40.689409,9.0,9.0,0
125,148629.67,26929.17,58,5,53,81,1.546353,4.0,4.0,0
3,69.0,2.7,5,2,3,4,33.666149,0.0,0.0,0
436,332838.28,13990.94,8,5,3,270,1.729805,5.0,5.0,0
119,307003.17,15878.28,17,9,8,266,4.709272,4.0,4.0,0
3,6239.67,0.0,2,1,1,4,1.799748,0.0,0.0,0
3,322.5,0.19,5,3,2,4,50.499508,0.0,0.0,0
3,72.15,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,1002497.0,39708.73,25,12,13,4,178.247179,0.0,0.0,0
3,97.55,0.0,2,1,1,4,4.996956,0.0,0.0,0
3,301013.98,42999.44,14,7,7,4,6.428871,0.0,0.0,0
119,226775.5,2314.04,99,98,0,270,0.0,2.0,2.0,0
323,15746.02,1.57,10000,9999,0,270,0.0,14.0,14.0,0
3,88331.55,17666.31,6,5,0,4,0.0,0.0,0.0,0
3,58520.67,0.0,3,1,2,4,0.299188,0.0,0.0,0
401,885117.53,52788.43,13,10,3,270,28.846405,14.0,14.0,0
3,173.47,0.0,2,1,1,4,0.09958,0.0,0.0,0
3,72.45,0.43,5,2,3,4,33.666152,0.0,0.0,0
244,1127393.0,4183.71,304,251,53,294,5.191226,25.0,25.0,0
398,927539.2,18098.78,96,50,46,260,1.049474,1.0,1.0,0
3,320.15,0.0,2,1,0,4,0.0,0.0,0.0,0
3,65629.95,16405.49,8,4,4,4,5.541832,0.0,0.0,0
119,226775.6,2080.51,110,109,0,270,0.0,2.0,2.0,0
436,285965.37,0.0,2,1,1,270,1.792688,5.0,5.0,0
154,413648.58,6655.5,104,29,75,98,2.594667,28.0,29.0,0
125,210085.83,1668.58,41,6,35,81,0.050486,3.0,3.0,0
3,66.43,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,646233.3,3570.35,182,181,0,4,0.0,0.0,0.0,0
25,302065.78,46956.5,12,6,6,23,134.202079,2.0,2.0,0
3,69.68,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,313.93,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,734165.67,1674.32,796,402,394,4,4.307474,0.0,0.0,0
154,558132.17,1442.85,182,144,38,98,89.192009,1.0,1.0,0
3,325.23,17.71,6,4,2,4,50.607889,0.0,0.0,0
3,387397.43,2259.52,341,171,170,4,0.147686,0.0,0.0,0
3,12.65,0.0,2,1,1,4,4.989496,0.0,0.0,0
217,372128.45,5467.9,27,12,15,294,2.480738,22.0,23.0,0
3,1.97,0.0,2,1,1,4,0.113516,0.0,0.0,0
3,67.45,0.0,4,1,3,4,33.666149,0.0,0.0,0
38,298923.97,10739.59,59,10,49,30,14.806689,8.0,8.0,0
3,39.15,0.0,2,1,1,4,1.408948,0.0,0.0,0
436,113262.22,90.96,56,7,49,276,0.135796,11.0,11.0,0
119,291482.3,2225.06,132,131,0,270,0.0,4.0,4.0,0
3,381.0,28.22,4,2,2,4,2.208526,0.0,0.0,0
3,67.57,0.0,4,1,3,4,33.666149,0.0,0.0,0
119,226792.15,1758.08,130,129,0,270,0.0,2.0,2.0,0
3,71.12,0.37,5,2,3,4,33.666149,0.0,0.0,0
3,6002.88,0.0,2,1,0,4,0.0,0.0,0.0,0
3,318.03,0.3,8,2,6,4,16.832838,0.0,0.0,0
3,0.0,0.0,1,1,0,4,0.0,0.0,0.0,0
3,306.57,0.0,4,1,3,4,33.666171,0.0,0.0,0
308,245398.22,2453.98,101,100,0,270,0.0,1.0,1.0,0
436,50564.05,6319.32,9,8,1,270,0.01,11.0,11.0,0
3,67394.65,12332.55,8,5,3,4,0.36137,0.0,0.0,0
119,245498.05,2134.77,116,115,0,270,0.0,2.0,2.0,0
3,888647.9,56149.55,30,15,15,4,0.909898,0.0,0.0,0
3,410.55,42.02,5,2,3,4,33.666165,0.0,0.0,0
3,663.52,284.6,4,2,2,4,1.248188,0.0,0.0,0
119,319291.53,1444.76,222,221,0,270,0.0,4.0,4.0,0
3,216039.77,3996.16,4,3,1,4,0.019836,0.0,0.0,0
3,17468.72,5822.22,4,3,1,4,34.155391,0.0,0.0,0
257,418483.92,0.0,2,1,1,270,0.145797,5.0,5.0,0
119,226780.37,2548.09,90,89,0,270,0.0,2.0,2.0,0
3,4.9,0.11,5,2,3,4,666.999528,0.0,0.0,0
3,60016.43,30007.36,4,2,2,4,1.877898,0.0,0.0,0
129,574178.57,52.24,12490,7388,5102,189,948.240874,54.0,54.0,0
3,32.33,0.0,2,1,1,4,3.9978,0.0,0.0,0
270,1072398.18,4902.17,220,75,145,98,7.776063,83.0,87.0,0
119,228998.5,1547.29,149,148,0,270,0.0,2.0,2.0,0
3,14.53,0.0,2,1,1,4,2.998877,0.0,0.0,0
119,192603.35,1674.81,116,115,0,270,0.0,2.0,2.0,0
3,323.38,0.3,4,2,2,4,50.499508,0.0,0.0,0
3,67768.1,925.23,146,73,73,4,4.234705,0.0,0.0,0
3,70363.92,6392.85,22,11,11,4,2.203911,0.0,0.0,0
308,201162.33,1953.03,104,103,0,270,0.0,1.0,1.0,0
119,226778.87,5154.07,45,44,0,270,0.0,2.0,2.0,0
3,324.37,0.63,4,2,2,4,50.499508,0.0,0.0,0
3,7.73,0.42,6,2,4,4,500.249528,0.0,0.0,0
202,392152.93,9672.3,30,17,13,270,2.157884,14.0,14.0,0
3,189.75,0.0,2,1,1,4,20.80171,0.0,0.0,0
3,3071.73,1530.83,4,2,2,4,5.244263,0.0,0.0,0
226,949868.57,2896.19,215,181,34,270,121.723694,43.0,43.0,0
3,315.78,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,959668.07,5291.24,328,181,147,4,4.577797,0.0,0.0,0
3,204725.9,7868.86,43,26,17,4,0.139693,0.0,0.0,0
3,40448.5,4491.02,18,9,9,4,3.775663,0.0,0.0,0
390,527077.12,23748.38,22,4,18,196,11.709444,23.0,25.0,0
3,44.97,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,324.73,1.46,5,2,3,4,33.666179,0.0,0.0,0
119,226766.82,2636.82,87,86,0,270,0.0,2.0,2.0,0
3,162487.73,53123.24,5,3,2,4,0.101546,0.0,0.0,0
308,136318.98,0.0,10,1,9,270,2.333052,1.0,1.0,0
154,350636.2,7244.51,78,31,47,98,7.609149,16.0,16.0,0
78,1098186.7,22013.47,94,48,46,270,0.597301,2.0,2.0,0
119,192599.92,953.46,203,202,0,270,0.0,2.0,2.0,0
436,81145.63,4690.94,17,3,14,178,0.705631,6.0,6.0,0
119,226749.52,1692.16,135,134,0,270,0.0,2.0,2.0,0
3,263713.08,11264.69,7,3,4,4,2.419158,0.0,0.0,0
3,323.08,0.3,4,2,2,4,50.499508,0.0,0.0,0
3,280825.65,33694.53,17,8,9,4,2.150859,0.0,0.0,0
119,226760.05,17443.08,14,13,0,270,0.0,2.0,2.0,0
3,468324.43,155838.28,13,3,10,4,0.450816,0.0,0.0,0
3,2.83,0.0,2,1,1,4,0.032902,0.0,0.0,0
3,325.73,0.0,4,2,2,4,50.499487,0.0,0.0,0
3,73.68,0.44,5,2,3,4,33.666148,0.0,0.0,0
202,4264.35,871.37,11,3,8,123,0.007065,2.0,2.0,0
38,2901.22,0.29,10000,9999,0,294,0.0,73.0,76.0,0
3,65.82,0.0,4,1,3,4,33.666149,0.0,0.0,0
375,726979.05,4371.28,223,44,179,237,3.297598,46.0,48.0,0
349,388724.08,3431.34,101,38,63,123,2.489155,10.0,10.0,0
3,783263.5,3873.38,403,202,201,4,0.123745,0.0,0.0,0
450,1954860.95,2332.58,1657,832,825,270,17.783709,1.0,1.0,0
3,327.57,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,45.7,0.0,4,1,3,4,33.665988,0.0,0.0,0
119,200099.33,7696.13,27,26,0,270,0.0,2.0,2.0,0
38,3161.45,1580.72,2,2,0,30,0.0,1.0,1.0,0
3,314.65,0.0,4,1,3,4,33.666171,0.0,0.0,0
308,226788.22,9860.36,24,23,0,270,0.0,1.0,1.0,0
3,320.73,0.22,6,3,3,4,33.666171,0.0,0.0,0
3,353405.12,17663.16,38,20,18,4,2.491569,0.0,0.0,0
308,449570.33,25292.7,27,10,17,123,0.500311,5.0,5.0,0
226,590734.63,55993.95,16,7,9,270,0.820388,2.0,2.0,0
395,930590.25,4691.58,189,98,91,257,79.553928,5.0,5.0,0
397,262278.12,2084.12,96,28,68,291,1.652007,15.0,15.0,0
48,913192.53,373.04,4726,2402,2324,270,1.981467,2.0,2.0,0
3,78.0,0.13,5,2,3,4,33.666163,0.0,0.0,0
202,728734.78,7621.88,79,23,55,123,2.240464,22.0,22.0,0
308,228995.87,6361.0,37,36,0,270,0.0,1.0,1.0,0
3,329.4,0.0,3,1,2,4,50.499508,0.0,0.0,0
308,132996.78,13299.68,11,10,0,270,0.0,2.0,2.0,0
3,72.55,0.92,5,2,3,4,33.666149,0.0,0.0,0
3,1002093.87,18457.82,94,54,40,4,0.94369,0.0,0.0,0
257,729037.15,10909.43,114,65,49,270,0.941416,1.0,1.0,0
436,855094.1,1859.46,22,17,5,270,45.09472,6.0,6.0,0
436,943282.57,6594.06,78,72,6,270,1.066231,7.0,7.0,0
3,2826.33,1411.11,4,2,2,4,4.499264,0.0,0.0,0
308,991804.47,14331.78,90,36,54,189,4.529463,17.0,17.0,0
3,633.2,0.0,2,1,1,4,5.99938,0.0,0.0,0
119,226221.87,22086.52,10,5,5,270,7.8038,3.0,3.0,0
3,323.5,0.84,4,2,2,4,50.499508,0.0,0.0,0
308,484586.98,20998.2,40,10,30,98,0.404149,10.0,10.0,0
3,1038322.7,126509.98,23,8,15,4,1.391813,0.0,0.0,0
436,473736.12,9592.23,9,6,3,270,13.782306,9.0,9.0,0
3,1.87,0.0,2,1,1,4,4.994528,0.0,0.0,0
3,66.55,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,328.02,0.0,4,2,2,4,50.499487,0.0,0.0,0
119,226752.02,2159.54,106,105,0,270,0.0,2.0,2.0,0
3,317.73,0.0,3,1,2,4,50.499508,0.0,0.0,0
257,457195.87,96.57,2705,33,2671,270,0.007044,1.0,1.0,0
3,62.02,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,64.08,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,130442.18,18630.29,14,7,7,4,16.061044,0.0,0.0,0
3,35558.78,17749.04,4,2,2,4,12.860612,0.0,0.0,0
119,226755.85,1168.84,195,194,0,270,0.0,2.0,2.0,0
3,66.47,0.0,4,1,3,4,33.666149,0.0,0.0,0
436,13245.78,2796.19,3,2,1,270,4.048,9.0,9.0,0
3,314.92,0.0,4,1,3,4,33.666179,0.0,0.0,0
308,905547.75,4054.0,79,47,32,270,21.09925,27.0,27.0,0
3,5.32,0.0,5,2,3,4,666.999528,0.0,0.0,0
3,4.45,0.0,2,1,1,4,0.861351,0.0,0.0,0
3,68.97,0.0,4,1,3,4,33.666149,0.0,0.0,0
323,489429.62,23190.32,30,13,17,184,0.136666,3.0,3.0,0
380,1245517.87,580.18,5064,664,4400,270,179.3906,8.0,8.0,0
308,39800.62,0.97,4,2,2,270,1.334771,1.0,1.0,0
214,642194.28,60.38,27,9,18,133,5.67965,19.0,19.0,0
3,9817.67,3266.12,6,3,3,4,1.996058,0.0,0.0,0
3,46.4,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,60.97,0.0,2,1,1,4,0.863596,0.0,0.0,0
119,226759.43,1989.12,115,114,0,270,0.0,2.0,2.0,0
308,77631.38,150.32,8,5,3,270,1.680222,1.0,1.0,0
308,756555.68,2325.77,27,13,14,189,3.051352,1.0,1.0,0
308,987307.37,12245.22,85,35,50,189,1.077491,11.0,11.0,0
3,11.65,0.0,2,1,1,4,0.012324,0.0,0.0,0
257,684983.8,1766.0,447,312,135,270,0.247114,5.0,5.0,0
3,46.37,0.0,4,1,3,4,33.666149,0.0,0.0,0
244,858238.48,39105.85,34,7,27,150,5.553694,13.0,13.0,0
3,78.1,0.0,5,2,3,4,33.666163,0.0,0.0,0
3,69.68,0.0,4,1,3,4,33.998884,0.0,0.0,0
92,139534.27,811.45,182,78,104,267,6.719712,24.0,24.0,0
3,3.13,0.0,5,2,3,4,666.999528,0.0,0.0,0
3,18692.75,4649.78,8,4,4,4,8.360639,0.0,0.0,0
202,1264774.13,613.95,2763,114,2644,123,0.914884,160.0,168.0,0
257,1138848.45,702.6,1624,1618,5,270,2.635668,23.0,23.0,0
308,168647.83,335.2,210,105,105,189,1.000157,1.0,1.0,0
202,148414.97,10957.12,23,10,13,123,1.723987,1.0,1.0,0
3,63.45,0.0,4,1,3,4,33.666149,0.0,0.0,0
78,1116489.98,986.24,1799,1099,700,294,0.402371,5.0,5.0,0
3,4.67,0.0,5,2,3,4,666.99939,0.0,0.0,0
3,23130.65,44.4,522,521,0,4,0.0,0.0,0.0,0
3,322.62,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,525.72,0.0,2,1,1,4,0.29938,0.0,0.0,0
3,322.0,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,63.4,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,152473.25,3560.28,17,12,5,4,41.401458,0.0,0.0,0
3,369.67,183.45,4,2,2,4,1.659286,0.0,0.0,0
358,220649.7,894.15,98,2,96,228,0.060551,3.0,3.0,0
3,30049.57,5007.46,12,6,6,4,2.68328,0.0,0.0,0
436,1223010.18,5437.19,20,4,16,270,31.067596,5.0,5.0,0
450,662492.68,165163.36,10,4,6,270,0.108729,1.0,1.0,0
73,653215.9,46.66,10000,8904,1096,45,51.909624,69.0,69.0,0
243,819090.13,5450.78,112,55,57,175,15.754779,44.0,45.0,0
3,149448.82,49805.08,6,3,3,4,10.193532,0.0,0.0,0
3,2.23,0.0,2,1,1,4,4.994528,0.0,0.0,0
3,57.8,0.0,4,1,3,4,33.666149,0.0,0.0,0
119,226763.67,2870.43,80,79,0,270,0.0,2.0,2.0,0
456,1100320.03,1210.55,1509,876,633,270,0.138166,7.0,7.0,0
3,317.83,0.63,4,2,2,4,50.499508,0.0,0.0,0
3,312.95,0.0,3,1,2,4,50.499508,0.0,0.0,0
448,319835.12,13900.63,45,23,22,293,0.0,1.0,1.0,0
243,253392.72,44006.28,10,3,7,205,0.031066,11.0,14.0,0
308,226784.32,1564.03,146,145,0,270,0.0,1.0,1.0,0
310,536343.98,16571.25,27,10,17,219,0.685475,32.0,34.0,0
3,5826.13,690.72,5,3,2,4,0.131553,0.0,0.0,0
3,24731.42,0.0,2,1,1,4,0.417826,0.0,0.0,0
3,340129.2,161.22,10000,1287,8713,4,4.816478,0.0,0.0,0
401,1118842.15,115222.2,11,5,6,270,0.07,8.0,8.0,0
3,623697.85,11955.68,42,25,17,4,1.352224,0.0,0.0,0
244,298787.93,25247.48,9,3,6,61,0.381796,11.0,11.0,0
3,121402.32,16783.71,11,6,5,4,6.992143,0.0,0.0,0
3,559898.43,52812.74,13,5,8,4,1.892127,0.0,0.0,0
308,200097.8,5717.08,36,35,0,270,0.0,1.0,1.0,0
432,861034.55,2449.33,555,304,251,294,0.610406,1.0,1.0,0
454,310545.0,1975.24,54,13,40,39,1.130874,4.0,4.0,0
3,418708.72,32176.91,25,13,12,4,197.791682,0.0,0.0,0
3,666270.58,2255.6,575,288,287,4,0.180115,0.0,0.0,0
248,705078.12,13703.31,68,11,57,98,16.264561,26.0,28.0,0
3,410.85,0.0,2,1,1,4,9.99938,0.0,0.0,0
3,32773.28,1308.39,50,25,25,4,12.859921,0.0,0.0,0
3,323.38,0.63,4,2,2,4,50.499508,0.0,0.0,0
3,233625.1,12505.59,29,17,12,4,6.236433,0.0,0.0,0
436,938966.22,53919.47,20,15,5,270,39.335845,9.0,9.0,0
308,133544.85,5341.79,26,25,0,270,0.0,1.0,1.0,0
1,934281.92,14701.83,76,28,48,238,44.613868,14.0,14.0,0
3,79246.45,9869.86,16,8,8,4,5.749202,0.0,0.0,0
308,291427.1,1832.87,160,159,0,270,0.0,3.0,3.0,0
3,87489.5,4604.71,20,19,0,4,0.0,0.0,0.0,0
3,667030.65,22861.18,19,12,7,4,0.723473,0.0,0.0,0
3,103068.63,20612.16,9,5,4,4,1.880722,0.0,0.0,0
3,1884.42,0.0,2,1,0,4,0.0,0.0,0.0,0
119,266400.83,1557.9,172,171,0,270,0.0,2.0,2.0,0
3,310.12,0.0,5,1,4,4,25.249502,0.0,0.0,0
3,323.68,0.61,9,2,7,4,14.428041,0.0,0.0,0
3,502495.97,21838.33,46,23,23,4,1.673275,0.0,0.0,0
3,55.62,0.0,4,1,3,4,33.666149,0.0,0.0,0
154,1424221.78,67845.07,42,7,35,156,0.360857,54.0,54.0,0
3,88324.98,5195.59,18,17,0,4,0.0,0.0,0.0,0
119,1016313.18,7033.97,107,74,33,78,8.15488,16.0,16.0,0
3,64.38,0.0,4,1,3,4,33.809133,0.0,0.0,0
3,17.8,0.0,2,1,1,4,4.999559,0.0,0.0,0
257,0.0,0.0,1,1,0,270,0.0,5.0,5.0,0
336,293788.7,1645.28,348,174,174,210,2.544733,1.0,1.0,0
98,266432.08,1961.63,960,42,918,57,0.091581,24.0,24.0,0
3,314.2,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,299762.78,111.09,10002,2,10000,4,1560.535404,0.0,0.0,0
53,242623.3,6634.31,10,2,8,39,0.131917,3.0,3.0,0
3,6.35,0.35,5,2,3,4,666.999528,0.0,0.0,0
119,245368.8,1151.97,214,213,0,270,0.0,3.0,3.0,0
3,315.08,0.0,4,1,3,4,33.666171,0.0,0.0,0
3,59.95,0.0,5,1,4,4,25.249475,0.0,0.0,0
308,214599.42,49049.09,4,2,2,270,0.57516,2.0,2.0,0
138,494459.63,12527.07,88,33,55,250,0.302,34.0,34.0,0
3,6.42,0.0,2,1,1,4,0.216225,0.0,0.0,0
3,322.58,0.0,4,1,3,4,33.666179,0.0,0.0,0
3,15.28,0.0,2,1,1,4,21.99938,0.0,0.0,0
3,77325.5,9663.03,16,8,8,4,0.098967,0.0,0.0,0
3,203290.63,1671.49,7,3,4,4,4.546692,0.0,0.0,0
3,68.3,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,225586.83,37581.71,11,6,5,4,1.843081,0.0,0.0,0
53,18862.12,2568.64,12,4,8,270,1.306254,2.0,2.0,0
3,74576.42,6.35,6782,6710,72,4,1063.098264,0.0,0.0,0
3,327.37,0.82,5,2,3,4,33.666143,0.0,0.0,0
3,534882.95,2400.86,429,221,208,4,1.116205,0.0,0.0,0
349,997869.97,33928.91,56,16,40,220,0.181041,40.0,40.0,0
71,45101.82,12252.86,4,3,1,270,0.19979,25.0,25.0,0
3,329.43,0.0,3,1,2,4,50.499487,0.0,0.0,0
3,70.3,0.33,5,2,3,4,33.666149,0.0,0.0,0
3,21964.78,3761.0,10,5,5,4,0.099147,0.0,0.0,0
432,1186508.93,8067.27,290,147,143,270,0.201177,1.0,1.0,0
3,72.55,0.18,5,2,3,4,33.666149,0.0,0.0,0
333,378238.12,58621.41,15,5,10,237,0.54076,9.0,9.0,0
3,4.57,0.0,2,1,1,4,3.519528,0.0,0.0,0
53,241461.3,5255.01,61,24,37,108,1.460487,6.0,6.0,0
3,322.95,1.23,4,2,2,4,50.499508,0.0,0.0,0
313,1053475.48,185.67,8155,4886,3269,270,0.174921,15.0,15.0,0
3,567621.12,11153.21,47,22,25,4,5.171304,0.0,0.0,0
3,282.88,0.0,2,1,1,4,3.40938,0.0,0.0,0
3,66.35,0.0,4,1,3,4,33.666149,0.0,0.0,0
154,544371.0,7808.16,54,14,40,98,0.670025,27.0,27.0,0
436,299011.27,0.0,2,1,1,270,9.999108,5.0,5.0,0
257,875130.48,932.74,1378,841,537,270,3.59941,10.0,10.0,0
119,226763.77,3193.86,72,71,0,270,0.0,2.0,2.0,0
3,178418.82,5753.66,57,31,26,4,0.270785,0.0,0.0,0
3,9658.23,0.0,2,1,1,4,4.99417,0.0,0.0,0
3,214910.02,12594.02,21,10,11,4,0.387867,0.0,0.0,0
3,879972.9,170542.42,16,5,11,4,9.899229,0.0,0.0,0
3,22222.55,0.0,3,1,2,4,0.131383,0.0,0.0,0
3,312.2,0.0,2,1,1,4,0.217573,0.0,0.0,0
465,1701949.42,1473.71,2274,1145,1129,294,1.719613,4.0,4.0,0
3,130896.27,10065.3,26,13,13,4,1.079675,0.0,0.0,0
119,585304.28,5273.01,112,111,0,270,0.0,3.0,3.0,0
3,6.27,0.0,2,1,0,4,0.0,0.0,0.0,0
3,75.27,0.0,5,2,3,4,33.666163,0.0,0.0,0
257,15.82,7.91,2,2,0,270,0.0,5.0,5.0,0
3,74.05,0.26,5,2,3,4,33.666151,0.0,0.0,0
119,229000.73,1579.32,146,145,0,270,0.0,2.0,2.0,0
3,322.42,0.0,4,1,3,4,33.665859,0.0,0.0,0
3,327.7,0.0,4,1,3,4,33.666171,0.0,0.0,0
202,1024014.5,36913.42,80,24,56,23,13.784468,11.0,11.0,0
3,323.28,0.84,4,2,2,4,50.499508,0.0,0.0,0
257,812713.43,75.42,10000,1111,8889,270,9.03071,29.0,29.0,0
378,935086.52,93851.75,41,7,34,98,0.263059,18.0,18.0,0
3,243277.05,121637.04,4,2,2,4,1.543703,0.0,0.0,0
203,487116.82,21755.32,224,9,215,124,0.074804,3.0,3.0,0
3,331.53,0.02,5,2,3,4,33.666165,0.0,0.0,0
308,108125.53,5933.63,23,4,19,270,7.56179,2.0,2.0,0
3,70.3,0.0,5,1,4,4,25.249475,0.0,0.0,0
3,24975.73,2075.42,32,12,20,4,60.358023,0.0,0.0,0
3,16.13,0.0,2,1,1,4,0.118138,0.0,0.0,0
3,102.87,0.0,2,1,1,4,0.0778,0.0,0.0,0
202,996297.48,6636.12,106,44,62,123,12.788262,28.0,28.0,0
3,5490.08,2742.0,4,2,2,4,0.350094,0.0,0.0,0
146,986319.8,6870.16,287,42,245,147,0.212764,62.0,64.0,0
3,56.48,0.0,2,1,1,4,0.998481,0.0,0.0,0
119,319306.25,2187.03,147,146,0,270,0.0,4.0,4.0,0
3,320.9,0.21,4,2,2,4,50.499487,0.0,0.0,0
3,58.22,0.0,4,1,3,4,33.665988,0.0,0.0,0
3,36.37,0.0,3,1,2,4,50.499475,0.0,0.0,0
3,1159108.58,4013.63,493,245,248,4,0.272609,0.0,0.0,0
119,396938.23,1383.06,288,287,0,270,0.0,3.0,3.0,0
436,366569.43,4083.79,28,26,2,270,12.995436,5.0,5.0,0
401,588940.73,5922.85,59,48,11,270,66.471511,13.0,13.0,0
3,302753.1,60547.71,7,5,2,4,25.4268,0.0,0.0,0
436,833350.15,14352.27,1726,4,1722,270,0.117667,10.0,10.0,0
3,597.03,0.0,2,1,1,4,0.056687,0.0,0.0,0
3,301156.08,12040.35,49,25,24,4,20.678448,0.0,0.0,0
3,537586.8,59636.12,17,9,8,4,3.958469,0.0,0.0,0
3,9.82,0.52,5,2,3,4,666.999528,0.0,0.0,0
436,237563.73,5370.69,14,6,8,270,1.552831,5.0,5.0,0
3,622.87,0.0,2,1,1,4,2.287743,0.0,0.0,0
306,637545.9,2095.4,271,110,161,188,12.697674,50.0,52.0,0
3,3.85,0.0,3,1,2,4,528.769341,0.0,0.0,0
3,3.9,0.0,3,1,2,4,737.316426,0.0,0.0,0
377,76279.32,9223.53,17,7,10,238,16.801754,1.0,1.0,0
3,314.18,0.0,4,1,3,4,33.666171,0.0,0.0,0
3,7.97,0.12,5,2,3,4,666.999528,0.0,0.0,0
3,59.72,0.0,5,1,4,4,25.249475,0.0,0.0,0
326,96422.1,2925.12,45,6,39,202,0.812618,1.0,1.0,0
3,17067.9,8453.46,4,2,2,4,2.415452,0.0,0.0,0
3,1277262.62,6208.77,381,205,176,4,1.092511,0.0,0.0,0
3,331.1,0.01,5,3,2,4,50.499487,0.0,0.0,0
3,69.43,0.0,4,1,3,4,33.666149,0.0,0.0,0
119,228802.5,250.61,914,913,0,270,0.0,4.0,4.0,0
308,122827.25,1073.77,100,94,6,270,133.852049,2.0,2.0,0
3,222173.65,8212.09,54,27,27,4,0.213549,0.0,0.0,0
3,64.9,0.0,4,1,3,4,33.666149,0.0,0.0,0
214,1016506.58,12246.14,124,57,67,259,1.248742,32.0,33.0,0
